,winery,variety,country,province,price,points
29767,Valley View,Merlot,US,Oregon,18.0,85
29768,Breaux,Nebbiolo,US,Virginia,38.0,86
29769,Temps de Flors,White Blend,Spain,Catalonia,14.0,89
29770,Blakeslee,Pinot Noir,US,Oregon,75.0,92
29771,Calina,Cabernet Sauvignon,Chile,Maule Valley,10.0,84
29772,Écluse,Zinfandel,US,California,38.0,89
29773,Colterenzio,Sauvignon,Italy,Northeastern Italy,25.0,88
29774,Apaltagua,Carmenère,Chile,Colchagua Valley,16.0,86
29775,Casal Novo,Godello,Spain,Northern Spain,20.0,90
29776,Villa Pozzi,Cabernet Sauvignon,Italy,Sicily & Sardinia,9.0,85
29777,Huber & Bléger,Pinot Blanc,France,Alsace,16.0,86
29778,Kenwood,Merlot,US,California,25.0,87
29779,Candido,Red Blend,Italy,Southern Italy,8.0,84
29780,Ruinart,Champagne Blend,France,Champagne,75.0,91
29781,El Enemigo,Chardonnay,Argentina,Mendoza Province,30.0,85
29782,Gilles Flacher,Viognier,France,Rhône Valley,84.0,92
29783,Axis Mundi,Mourvèdre,US,California,20.0,87
29784,Domaine de la,Rosé,France,Provence,30.0,89
29785,Roberts & Rogers,Cabernet Sauvignon,US,California,60.0,88
29786,Damiani,Rosé,US,New York,16.0,87
29787,Meyer Family Vineyards,Chardonnay,Canada,British Columbia,30.0,87
29788,Sturm,Pinot Grigio,Italy,Northeastern Italy,24.0,88
29789,Château Pas du,Rosé,France,Provence,14.0,88
29790,Ravoire et Fils,Rosé,France,Provence,15.0,85
29791,Domaines Tatin,Pinot Noir,France,Loire Valley,20.0,87
29792,Bruliam,Pinot Noir,US,California,40.0,90
29793,Kanonkop,Pinotage,South Africa,Simonsberg-Stellenbosch,33.0,87
29794,La Rioja Alta,Red Blend,Spain,Northern Spain,125.0,96
29795,Uvaggio,Red Blend,US,California,36.0,88
29796,Peña Roble,Tempranillo,Spain,Northern Spain,20.0,84
29797,Valsacro,Tempranillo,Spain,Northern Spain,22.0,86
29798,Flying Trout,Malbec,US,Washington,36.0,85
29799,Señorío de Sarria,Tempranillo Blend,Spain,Northern Spain,13.0,84
29800,Eponymous,Cabernet Sauvignon,US,California,65.0,90
29801,Shenandoah Vineyards,Chambourcin,US,Virginia,20.0,85
29802,Joseph Cellars,Cabernet Sauvignon,US,California,70.0,88
29803,Antolini,"Corvina, Rondinella, Molinara",Italy,Veneto,60.0,91
29804,Casas del Bosque,Chardonnay,Chile,Casablanca Valley,20.0,83
29805,Santa Ema,Chardonnay,Chile,Casablanca Valley,14.0,88
29806,Red Pony Ranch,Chardonnay,US,California,20.0,82
29807,Cameron Hughes,Cabernet Sauvignon,US,California,25.0,85
29808,Château Monbadon,Bordeaux-style Red Blend,France,Bordeaux,19.0,89
29809,Trisaetum,Riesling,US,Oregon,32.0,96
29810,Lucien Albrecht,Pinot Gris,France,Alsace,18.0,89
29811,Tapiz,Chardonnay,Argentina,Mendoza Province,19.0,82
29812,Damiani,Riesling,US,New York,16.0,90
29813,Ciacci Piccolomini d'Aragona,Sangiovese,Italy,Tuscany,90.0,95
29814,D'Arenberg,Mourvèdre,Australia,South Australia,35.0,89
29815,Red Guitar,Rosé,Spain,Northern Spain,13.0,84
29816,Meurgey-Croses,Pinot Noir,France,Burgundy,95.0,92
29817,Mountain View,Pinot Noir,US,California,15.0,85
29818,Laetitia,Pinot Noir,US,California,60.0,87
29819,Viña Ventolera,Sauvignon Blanc,Chile,Leyda Valley,15.0,87
29820,Gadais Père et,Melon,France,Loire Valley,16.0,88
29821,Masseria Altemura,Rosato,Italy,Southern Italy,15.0,87
29822,Verema,Tempranillo,Spain,Northern Spain,28.0,89
29823,August West,Chardonnay,US,California,38.0,88
29824,Feudi di San,Fiano,Italy,Southern Italy,60.0,93
29825,Russiz Superiore,White Blend,Italy,Northeastern Italy,37.0,88
29826,Horton,Albariño,US,Virginia,25.0,85
29827,Doña Paula,Malbec,Argentina,Mendoza Province,10.0,85
29828,I Giusti e,White Blend,Italy,Tuscany,32.0,90
29829,Abarbanel,Pinot Blanc,France,Alsace,23.0,82
29830,Mumm Napa,Sparkling Blend,US,California,80.0,92
29831,Oliverhill,Shiraz,Australia,South Australia,37.0,91
29832,Doyenne,Syrah,US,Washington,60.0,95
29833,Raeburn,Chardonnay,US,California,20.0,86
29834,Renieri,Sangiovese Grosso,Italy,Tuscany,50.0,91
29835,Summers,Chardonnay,US,California,32.0,91
29836,Val delle Rose,Sangiovese,Italy,Tuscany,19.0,88
29837,Wrath,Sauvignon Blanc,US,California,19.0,90
29838,Barbieri,Syrah,US,California,50.0,93
29839,Nieto Senetiner,Malbec,Argentina,Mendoza Province,19.0,89
29840,Kendall-Jackson,Cabernet Sauvignon,US,California,19.0,87
29841,Bedell,Sparkling Blend,US,New York,45.0,90
29842,Loveblock,Sauvignon Blanc,New Zealand,Marlborough,22.0,90
29843,Dr. Pauly Bergweiler,Riesling,Germany,Mosel,95.0,93
29844,Woodward Canyon,Chardonnay,US,Washington,44.0,94
29845,Mud House,Pinot Noir,New Zealand,Central Otago,25.0,91
29846,Penfolds,Shiraz,Australia,South Australia,150.0,93
29847,Fullerton,Pinot Noir,US,Oregon,33.0,90
29848,Red Sky,Cabernet Sauvignon-Malbec,US,Washington,39.0,88
29849,Viu Manent,Chardonnay,Chile,Casablanca Valley,14.0,85
29850,Gouguenheim Winery,Malbec,Argentina,Mendoza Province,10.0,87
29851,Von Schleinitz,Riesling,Germany,Mosel,40.0,93
29852,Martin Ranch,Cabernet Sauvignon,US,California,49.0,91
29853,Pascual Toso,Malbec,Argentina,Mendoza Province,12.0,91
29854,Occasio,Cabernet Sauvignon,US,California,40.0,91
29855,Miro,Pinot Noir,US,California,28.0,89
29856,Mumm Napa,Sparkling Blend,US,California,24.0,92
29857,Abbazia di Novacella,Riesling,Italy,Northeastern Italy,20.0,90
29858,S&G; Estate,Merlot-Cabernet Sauvignon,US,California,95.0,93
29859,Ocone,Aglianico,Italy,Southern Italy,24.0,87
29860,Closerie du Bailli,Bordeaux-style White Blend,France,Bordeaux,38.0,85
29861,Spring Valley Vineyard,Cabernet Franc,US,Washington,50.0,89
29862,Eugenio Collavini,White Blend,Italy,Northeastern Italy,50.0,90
29863,Château les Valentines,Provence red blend,France,Provence,25.0,88
29864,Schramsberg,Sparkling Blend,US,California,70.0,90
29865,Andre et Mireille,Sparkling Blend,France,France Other,26.0,89
29866,A.R. Lenoble ,Champagne Blend,France,Champagne,45.0,89
29867,Daou,Syrah-Cabernet,US,California,46.0,89
29868,Valdelana,Tempranillo Blend,Spain,Northern Spain,18.0,84
29869,Tenor,Chardonnay,US,Washington,60.0,92
29870,Louis Jadot,Chardonnay,France,Burgundy,112.0,94
29871,Sineann,Petit Verdot,US,Washington,48.0,90
29872,Maray,Pinot Noir,Chile,Limarí Valley,17.0,84
29873,Magnificent Wine Company,Red Blend,US,Washington,13.0,86
29874,Château La Barotte,Bordeaux-style Red Blend,France,Bordeaux,12.0,85
29875,Bodkin,Sauvignon Blanc,US,California,20.0,87
29876,De Loach,Chardonnay,US,California,50.0,93
29877,Marichal,Rosé,Uruguay,Canelones,20.0,84
29878,Celler Bàrbara Forés,Red Blend,Spain,Catalonia,17.0,89
29879,Herdade Grande,Portuguese White,Portugal,Alentejano,12.0,86
29880,Courtney Benham,Gewürztraminer,US,California,16.0,90
29881,Roland Champion,Champagne Blend,France,Champagne,50.0,88
29882,Georges Duboeuf,Gamay,France,Beaujolais,22.0,88
29883,Matias Riccitelli,Malbec,Argentina,Mendoza Province,50.0,90
29884,Sineann,Pinot Noir,US,Oregon,42.0,94
29885,Michael Florentino,Rosé,US,Washington,15.0,85
29886,Dominican Oaks,Chardonnay,US,California,17.0,83
29887,Herdade do Esporão,Touriga Nacional,Portugal,Alentejano,19.0,86
29888,Elkhorn Peak,Pinot Noir,US,California,38.0,87
29889,François Lurton,Carmenère,Chile,Colchagua Valley,50.0,94
29890,Asuncion Ridge,Pinot Noir,US,California,58.0,90
29891,Simonnet-Febvre,Chardonnay,France,Burgundy,39.0,93
29892,Telmo Rodríguez,Tempranillo Blend,Spain,Northern Spain,18.0,87
29893,Spindrift Cellars,Pinot Gris,US,Oregon,14.0,87
29894,Alma Sol,Cabernet Sauvignon,US,California,32.0,88
29895,Alder Ridge,Cabernet Sauvignon,US,Washington,30.0,91
29896,Bodega Vistandes,Cabernet Sauvignon,Argentina,Other,12.0,81
29897,Epilogue,Sauvignon Blanc,US,California,14.0,86
29898,Parducci,Cabernet Sauvignon,US,California,55.0,88
29899,Malat,Riesling,Austria,Kremstal,22.0,92
29900,Banfi,Sangiovese,Italy,Tuscany,23.0,88
29901,The Tribe,Chardonnay,US,California,32.0,90
29902,Don Bernardino,Mencía,Spain,Galicia,17.0,90
29903,Folie à Deux,Zinfandel,US,California,44.0,87
29904,Chocolate Box,Rhône-style Red Blend,US,California,15.0,82
29905,Curtis,Roussanne,US,California,25.0,86
29906,Bacigalupi,Pinot Noir,US,California,65.0,90
29907,Vinex Slavyantsi,Pinot Noir,Bulgaria,Thracian Valley,10.0,84
29908,Château Larrivet Haut-Brion,Bordeaux-style White Blend,France,Bordeaux,20.0,86
29909,Flam,Bordeaux-style Red Blend,Israel,Judean Hills,35.0,90
29910,Villa Maria,Riesling,New Zealand,Marlborough,20.0,89
29911,Trabucchi d'Illasi,"Corvina, Rondinella, Molinara",Italy,Veneto,30.0,87
29912,Dão Sul,Portuguese Red,Portugal,Alentejano,20.0,90
29913,Carlisle,Zinfandel,US,California,47.0,90
29914,Falchini,Red Blend,Italy,Tuscany,15.0,89
29915,Vinha Paz,Portuguese Red,Portugal,Dão,18.0,91
29916,Ousterhout,Zinfandel,US,California,29.0,91
29917,Fornacina,Sangiovese Grosso,Italy,Tuscany,92.0,94
29918,Columbia Crest,Zinfandel,US,Washington,35.0,90
29919,Sorelle Bronca,Glera,Italy,Veneto,15.0,88
29920,Montespina,Sauvignon Blanc,Spain,Northern Spain,11.0,85
29921,Ravines,Champagne Blend,US,New York,40.0,89
29922,Domaine Costa Lazaridi,Cabernet Blend,Greece,Attica,30.0,85
29923,Highlands,Cabernet Sauvignon,US,California,75.0,90
29924,Paoletti,Cabernet Sauvignon,US,California,110.0,90
29925,Gaja,Nebbiolo,Italy,Piedmont,200.0,96
29926,Sequel,Syrah,US,Washington,55.0,93
29927,Angulo Innocenti,Cabernet Sauvignon,Argentina,Mendoza Province,15.0,83
29928,Terre di Giurfo,Frappato,Italy,Sicily & Sardinia,16.0,87
29929,Vinum Africa,Cabernet Sauvignon,South Africa,Stellenbosch,15.0,86
29930,Peju,Red Blend,US,California,20.0,83
29931,Belle Glos,Pinot Noir,US,California,44.0,93
29932,Van Ruiten,Sauvignon Blanc,US,California,13.0,87
29933,Vigilance,Rosé,US,California,20.0,90
29934,First & Local,Cabernet Sauvignon,US,California,13.0,90
29935,Château German,Bordeaux-style Red Blend,France,Bordeaux,25.0,90
29936,Polkura,Malbec,Chile,Marchigue,23.0,87
29937,Tagaris,Johannisberg Riesling,US,Washington,8.0,88
29938,F X Pichler,Riesling,Austria,Wachau,34.0,89
29939,Rosemont,Cabernet Franc,US,Virginia,21.0,82
29940,Pagos de Quintana,Tempranillo Blend,Spain,Northern Spain,20.0,88
29941,Prinz Salm,Riesling,Germany,Nahe,39.0,92
29942,Antonin Rodet,Chardonnay,France,Burgundy,36.0,91
29943,Pagani de Marchi,Red Blend,Italy,Tuscany,33.0,88
29944,Andeluna,Cabernet Sauvignon,Argentina,Mendoza Province,26.0,89
29945,Vino de Eyzaguirre,Syrah,Chile,Colchagua Valley,8.0,82
29946,V. Sattui,Zinfandel,US,California,29.0,86
29947,Baron Widmann,Schiava,Italy,Northeastern Italy,24.0,90
29948,Maison Bouey,Rosé,France,Bordeaux,10.0,85
29949,Château des Antonins,Rosé,France,Bordeaux,14.0,88
29950,Fiuza,Touriga Nacional,Portugal,Tejo,55.0,93
29951,Sonim,Sparkling Blend,Spain,Catalonia,17.0,90
29952,Alpha Estate,Red Blend,Greece,Florina,36.0,88
29953,Taverna,Aglianico,Italy,Southern Italy,20.0,88
29954,J. Wilkes,Pinot Noir,US,California,30.0,86
29955,Pratsch,Grüner Veltliner,Austria,Niederösterreich,20.0,89
29956,Marcolino Sebo,Syrah,Portugal,Alentejano,12.0,86
29957,Tenute Silvio Nardi,Sangiovese,Italy,Tuscany,105.0,94
29958,Dry Creek Vineyard,Fumé Blanc,US,California,14.0,88
29959,Avennia,Syrah,US,Washington,50.0,91
29960,Château Aney,Bordeaux-style Red Blend,France,Bordeaux,25.0,85
29961,Evel,Portuguese Red,Portugal,Douro,13.0,87
29962,Passing Clouds,Shiraz-Cabernet Sauvignon,Australia,Victoria,25.0,86
29963,Hopper Creek,Cabernet Sauvignon,US,California,55.0,82
29964,Hendry,Zinfandel,US,California,35.0,90
29965,Turkey Flat,Mourvèdre,Australia,South Australia,50.0,92
29966,Zolo,Malbec,Argentina,Mendoza Province,12.0,87
29967,Cooper-Garrod,Chardonnay,US,California,29.0,92
29968,Cambridge & Sunset,Chardonnay,US,California,14.0,86
29969,Whitehaven,Sauvignon Blanc,New Zealand,Marlborough,23.0,90
29970,Fabrizio Dionisio,Syrah,Italy,Tuscany,28.0,89
29971,Knapp,Cabernet Sauvignon,US,New York,19.0,85
29972,Gramercy,Syrah,US,Washington,55.0,94
29973,Martin Ray,Chardonnay,US,California,30.0,91
29974,Colterenzio,Pinot Bianco,Italy,Northeastern Italy,23.0,87
29975,Domaine Guillaman,White Blend,France,Southwest France,11.0,86
29976,Nigl,Grüner Veltliner,Austria,Niederösterreich,20.0,91
29977,Highland Cellars,Riesling,US,New York,13.0,87
29978,Tenuta delle Terre,Red Blend,Italy,Sicily & Sardinia,46.0,93
29979,Gagliole,Red Blend,Italy,Tuscany,23.0,89
29980,Bisceglia,Aglianico,Italy,Southern Italy,40.0,91
29981,Billsboro,Pinot Gris,US,New York,16.0,84
29982,Las Vertientes,Red Blend,Argentina,Mendoza Province,35.0,81
29983,Louis Latour,Pinot Noir,France,Burgundy,105.0,90
29984,Montalbera,Ruché,Italy,Piedmont,22.0,87
29985,Paumanok,Rosé,US,New York,20.0,91
29986,Beaucanon,Cabernet Sauvignon,US,California,30.0,90
29987,Harveys,Sherry,Spain,Andalucia,15.0,83
29988,Region 1,Malbec,Argentina,Mendoza Province,15.0,82
29989,Castello Vicchiomaggio,Red Blend,Italy,Tuscany,50.0,91
29990,Beringer,Bordeaux-style Red Blend,US,California,30.0,93
29991,Bomb,Cabernet Sauvignon,US,Washington,50.0,90
29992,Greek Wine Cellars,Assyrtiko,Greece,Santorini,18.0,86
29993,Château d'Arce,Bordeaux-style Red Blend,France,Bordeaux,15.0,89
29994,Ombu,Malbec,Argentina,Mendoza Province,12.0,87
29995,Corteforte,"Corvina, Rondinella, Molinara",Italy,Veneto,55.0,91
29996,Gundlach Bundschu,Gewürztraminer,US,California,23.0,92
29997,Guillaume Gros,Rhône-style Red Blend,France,Rhône Valley,25.0,87
29998,Darms Lane,Cabernet Sauvignon,US,California,60.0,87
29999,Kate Radburnd,Sauvignon Blanc,New Zealand,New Zealand,13.0,86
30000,Alder Springs,White Blend,US,California,38.0,90
30001,Gravel Bar,Red Blend,US,Washington,20.0,88
30002,Germano Ettore,Nebbiolo,Italy,Piedmont,70.0,93
30003,Conti Costanti,Sangiovese,Italy,Tuscany,74.0,95
30004,Jim Barry,Cabernet Sauvignon,Australia,South Australia,19.0,89
30005,Eastburn Vineyards,Pinot Noir,US,Oregon,38.0,90
30006,Fenestra,Verdelho,US,California,15.0,87
30007,Longship,Red Blend,US,Washington,36.0,87
30008,Cave de Tain,Syrah,France,Rhône Valley,28.0,87
30009,La Togata,Sangiovese Grosso,Italy,Tuscany,65.0,91
30010,MacRostie,Chardonnay,US,California,25.0,90
30011,Château Saint-Michel,Bordeaux-style Red Blend,France,Bordeaux,30.0,85
30012,Zolo,Sauvignon Blanc,Argentina,Mendoza Province,11.0,83
30013,Michel Gassier,Syrah,France,Rhône Valley,17.0,92
30014,Phelps Creek,Chardonnay,US,Oregon,38.0,92
30015,Dr. H. Thanisch,Riesling,Germany,Mosel,84.0,91
30016,Tenute Rubino,Primitivo,Italy,Southern Italy,38.0,88
30017,Vall Llach,Red Blend,Spain,Catalonia,27.0,88
30018,Tenuta Mazzolino,Chardonnay,Italy,Italy Other,35.0,90
30019,Prinsi,Nebbiolo,Italy,Piedmont,49.0,86
30020,Heron Hill,Chardonnay,US,New York,16.0,87
30021,Baileyana,Pinot Noir,US,California,30.0,90
30022,Tapestry,Grenache,Australia,South Australia,25.0,87
30023,Ledson,Zinfandel,US,California,56.0,94
30024,Sella & Mosca,Carignano,Italy,Sicily & Sardinia,15.0,92
30025,Native Flora,Pinot Noir,US,Oregon,48.0,90
30026,Chateau Montelena,Zinfandel,US,California,30.0,83
30027,McManis,Cabernet Sauvignon,US,California,11.0,83
30028,Maimai,Merlot-Malbec,New Zealand,Hawke's Bay,20.0,86
30029,Wines & Winemakers,Portuguese Red,Portugal,Tejo,23.0,93
30030,Chanoine,Champagne Blend,France,Champagne,140.0,93
30031,Estate Constantin Gofas,Red Blend,Greece,Peloponnese,16.0,84
30032,La Montecchia,Moscato Giallo,Italy,Veneto,50.0,88
30033,Press Cellars,Pinot Noir,US,California,30.0,89
30034,Chanson Père et,Chardonnay,France,Burgundy,105.0,85
30035,Thousand Islands Winery,White Blend,US,New York,10.0,86
30036,Château de Ségriès,Rosé,France,Rhône Valley,20.0,90
30037,Château de Tabuteau,Bordeaux-style Red Blend,France,Bordeaux,15.0,90
30038,Longevity,Viognier,US,California,18.0,84
30039,Cadence,Bordeaux-style Red Blend,US,Washington,45.0,93
30040,Bodega Aconquija,Syrah,Argentina,Mendoza Province,15.0,88
30041,Wolfberger,Pinot Gris,France,Alsace,40.0,91
30042,DFJ Vinhos,Rosé,Portugal,Lisboa,10.0,85
30043,Trinity Vineyards,Pinot Noir,US,Oregon,45.0,93
30044,Pasquale Pelissero,Nebbiolo,Italy,Piedmont,40.0,89
30045,Rosenblum,Zinfandel,US,California,45.0,87
30046,Summerwood,Grenache Blanc,US,California,25.0,87
30047,Quevedo,Portuguese White,Portugal,Douro,13.0,87
30048,Red Newt Cellars,Riesling,US,New York,20.0,91
30049,La Palma,Chardonnay,Chile,Cachapoal Valley,8.0,83
30050,Ravoire et Fils,Rosé,France,Provence,13.0,85
30051,Château Chapelle d'Aliénor,Bordeaux-style White Blend,France,Bordeaux,15.0,88
30052,Alexandria Nicole,Petite Sirah,US,Washington,42.0,90
30053,Naggiar,White Blend,US,California,24.0,86
30054,David Hill,Tempranillo,US,Oregon,30.0,85
30055,Gorman,Red Blend,US,Washington,28.0,91
30056,Celler Arché Pagès,Red Blend,Spain,Northern Spain,18.0,86
30057,Soutiran,Champagne Blend,France,Champagne,60.0,87
30058,Domaine Thomas &,Sauvignon Blanc,France,Loire Valley,40.0,92
30059,Indomita,Carmenère,Chile,Maipo Valley,12.0,84
30060,Canoe Ridge,Cabernet Sauvignon,US,Washington,22.0,91
30061,Wrath,Pinot Noir,US,California,35.0,92
30062,Château Leboscq,Bordeaux-style Red Blend,France,Bordeaux,15.0,86
30063,Tiezzi,Sangiovese Grosso,Italy,Tuscany,70.0,91
30064,Domaine Montrose,Rosé,France,Languedoc-Roussillon,13.0,86
30065,Simonnet-Febvre,Chardonnay,France,Burgundy,70.0,94
30066,Barone Montalto,Red Blend,Italy,Sicily & Sardinia,15.0,87
30067,Morgan,Pinot Noir,US,California,58.0,91
30068,Château Latour à,Bordeaux-style Red Blend,France,Bordeaux,75.0,93
30069,Domaine Eden,Cabernet Sauvignon,US,California,38.0,93
30070,Summerwood,Viognier,US,California,25.0,84
30071,Channing Daughters,Rosé,US,New York,18.0,90
30072,Celli,Albana,Italy,Central Italy,15.0,89
30073,Delaforce,Port,Portugal,Port,20.0,86
30074,Corte Fornello,Red Blend,Italy,Veneto,21.0,87
30075,Lucien Lardy,Gamay,France,Beaujolais,22.0,91
30076,Marqués de la,Tempranillo,Spain,Northern Spain,23.0,86
30077,Lucia,Pinot Noir,US,California,40.0,86
30078,Roth,Chardonnay,US,California,22.0,90
30079,Willamette Valley Vineyards,Pinot Noir,US,Oregon,50.0,90
30080,Rockburn,Chardonnay,New Zealand,Central Otago,23.0,88
30081,J. Rickards,Petite Sirah,US,California,24.0,90
30082,Golan Heights Winery,Red Blend,Israel,Galilee,13.0,90
30083,Domaines Ott,Rosé,France,Provence,49.0,92
30084,Serenity,Chardonnay,US,New York,18.0,83
30085,Fritz Haag,Riesling,Germany,Mosel,52.0,94
30086,Château Roc Meynard,Bordeaux-style Red Blend,France,Bordeaux,15.0,86
30087,flipflop,Moscato,Chile,Chile,7.0,80
30088,Villa Huesgen,Riesling,Germany,Mosel,35.0,90
30089,Bernard Magrez,Rosé,France,Bordeaux,12.0,85
30090,Chateau Ste. Michelle,Chardonnay,US,Washington,18.0,85
30091,Cave de Turckheim,Pinot Gris,France,Alsace,23.0,86
30092,Feudi di San,Greco,Italy,Southern Italy,44.0,92
30093,Crush Farm,Cabernet Sauvignon,US,California,22.0,82
30094,Kate Radburnd,Pinot Noir,New Zealand,Martinborough,13.0,86
30095,:Nota Bene,Bordeaux-style Red Blend,US,Washington,40.0,88
30096,Huntington,Sauvignon Blanc,US,California,14.0,88
30097,Forefathers,Cabernet Sauvignon,US,California,40.0,93
30098,Domaine Berthet-Bondet,Savagnin,France,France Other,90.0,94
30099,Denario,Malbec,Argentina,Other,15.0,86
30100,Harmony Cellars,Cabernet Sauvignon,US,California,21.0,87
30101,Paul Blanck,Riesling,France,Alsace,36.0,92
30102,Santa Rita,Cabernet Sauvignon,Chile,Rapel Valley,9.0,85
30103,Casa Santos Lima,Portuguese White,Portugal,Lisboa,10.0,84
30104,Edmonds Winery,Cabernet Sauvignon,US,Washington,25.0,81
30105,Zinke,Syrah,US,California,45.0,92
30106,Presqu'ile,Chardonnay,US,California,35.0,93
30107,Scala Dei,Red Blend,Spain,Catalonia,27.0,88
30108,Cloudlift Cellars,Petite Verdot,US,Washington,32.0,89
30109,Capaia,Sauvignon Blanc,South Africa,Philadelphia,19.0,87
30110,Château Reysson,Bordeaux-style Red Blend,France,Bordeaux,24.0,86
30111,Della,Pinot Noir,US,California,60.0,90
30112,B Vintners,Chardonnay,South Africa,Walker Bay,33.0,88
30113,Château du Grand,Bordeaux-style Red Blend,France,Bordeaux,60.0,86
30114,Muga,White Blend,Spain,Northern Spain,16.0,89
30115,Antichi Vinai 1877,White Blend,Italy,Sicily & Sardinia,25.0,88
30116,Truchard,Merlot,US,California,28.0,84
30117,Diemersfontein,Pinotage,South Africa,Wellington,25.0,91
30118,Vintage Cowboy,Chardonnay,US,California,17.0,89
30119,Juris,Zweigelt,Austria,Burgenland,18.0,87
30120,Noble Estate,Muscat,US,Oregon,18.0,90
30121,Domaine du Tariquet,Gros Manseng,France,Southwest France,20.0,91
30122,Dry River,Pinot Noir,New Zealand,Martinborough,100.0,91
30123,Rudolf Müller,Riesling,Germany,Mosel-Saar-Ruwer,14.0,86
30124,Hawthorne,Chardonnay,US,Michigan,22.0,86
30125,Zorzal,Malbec,Argentina,Mendoza Province,15.0,85
30126,Triumph Cellars,Zinfandel,US,California,28.0,90
30127,The Federalist,Zinfandel,US,California,22.0,89
30128,Courtney Benham,Chardonnay,US,California,16.0,87
30129,Geode,Chardonnay,US,California,18.0,84
30130,Morandé,Syrah-Cabernet Sauvignon,Chile,Central Valley,23.0,85
30131,McCay Cellars,Zinfandel,US,California,32.0,90
30132,Alexander Valley Vineyards,Cabernet Sauvignon,US,California,20.0,86
30133,Cascina Radice,Barbera,Italy,Piedmont,16.0,86
30134,PasoPort,White Port,US,California,40.0,92
30135,Fattoria Moretto,Lambrusco Grasparossa,Italy,Central Italy,21.0,89
